index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
201501,15.8494623655914,12.086021505376344,8.516129032258064,9.537634408602152,7.709677419354839,8.580645161290322,6.634408602150538,4.268817204301075,5.817204301075269,5.204301075268817,3.2903225806451615,3.387096774193549,2.78494623655914,3.118279569892473,1.3870967741935483,0.23655913978494625,0.8064516129032258,0.6129032258064516,0.12903225806451613,0.043010752688172046
201502,13.440476190476192,13.714285714285715,8.785714285714285,12.130952380952381,5.654761904761905,7.964285714285714,6.666666666666667,4.535714285714286,5.202380952380952,5.273809523809524,2.607142857142857,4.130952380952381,2.9523809523809526,3.4761904761904763,1.4523809523809523,0.4047619047619047,0.7738095238095238,0.7023809523809524,0.11904761904761905,0.011904761904761904
201503,16.56989247311828,12.72043010752688,10.10752688172043,8.290322580645162,6.053763440860215,8.24731182795699,4.989247311827957,5.258064516129032,5.53763440860215,5.720430107526882,3.1720430107526885,4.10752688172043,2.2795698924731185,4.010752688172043,1.2580645161290323,0.27956989247311825,0.6881720430107527,0.5806451612903226,0.053763440860215055,0.07526881720430108
201504,16.53333333333333,13.38888888888889,10.744444444444444,10.066666666666666,6.0777777777777775,6.855555555555555,5.022222222222222,5.466666666666667,5.1,5.233333333333333,3.4111111111111114,3.177777777777778,2.7444444444444445,3.8666666666666667,0.7555555555555555,0.36666666666666664,0.5666666666666667,0.47777777777777775,0.1,0.044444444444444446
201505,15.408602150537634,14.666666666666666,11.376344086021506,9.365591397849462,6.989247311827956,7.731182795698925,5.311827956989247,4.849462365591398,5.118279569892473,4.817204301075269,2.5161290322580645,2.967741935483871,3.4516129032258065,2.6236559139784945,1.4731182795698925,0.33333333333333337,0.5698924731182796,0.39784946236559143,0.021505376344086023,0.010752688172043012
201506,16.766666666666666,12.277777777777779,10.322222222222223,6.5,6.177777777777778,8.088888888888889,5.422222222222222,6.055555555555555,5.344444444444445,6.011111111111111,3.0,2.788888888888889,2.7666666666666666,4.377777777777777,2.6444444444444444,0.17777777777777778,0.7000000000000001,0.46666666666666673,0.1,0.011111111111111112
201507,15.903225806451612,12.892473118279572,8.956989247311828,9.881720430107526,5.591397849462366,8.0,5.870967741935484,6.268817204301075,6.129032258064516,4.473118279569892,2.924731182795699,3.075268817204301,2.6236559139784945,4.419354838709678,1.2903225806451613,0.6666666666666667,0.7096774193548387,0.3118279569892473,0.0,0.010752688172043012
201508,13.322580645161292,12.612903225806452,9.956989247311828,8.580645161290322,5.924731182795699,9.483870967741934,6.204301075268817,4.849462365591398,10.666666666666668,4.010752688172043,2.946236559139785,2.4838709677419355,2.870967741935484,3.021505376344086,1.032258064516129,0.8172043010752689,0.7204301075268817,0.39784946236559143,0.06451612903225806,0.03225806451612903
201509,15.944444444444445,14.788888888888888,10.68888888888889,4.877777777777778,5.644444444444444,8.688888888888888,8.244444444444445,4.277777777777778,5.033333333333333,4.933333333333334,2.1999999999999997,3.288888888888889,2.888888888888889,3.911111111111111,1.3777777777777778,0.9888888888888888,1.3777777777777778,0.6666666666666667,0.08888888888888889,0.08888888888888889
201510,16.172043010752688,13.75268817204301,12.344086021505376,8.53763440860215,6.150537634408602,7.795698924731183,5.817204301075269,4.301075268817205,6.268817204301075,4.989247311827957,2.021505376344086,2.3440860215053765,2.935483870967742,3.5591397849462365,0.913978494623656,0.913978494623656,0.7204301075268817,0.40860215053763443,0.03225806451612903,0.021505376344086023
201511,18.08888888888889,13.88888888888889,11.244444444444444,8.7,5.711111111111111,6.966666666666667,5.544444444444444,4.266666666666667,6.666666666666667,4.6,2.311111111111111,2.311111111111111,3.266666666666666,3.5000000000000004,0.8888888888888888,1.0,0.7222222222222222,0.2777777777777778,0.022222222222222223,0.022222222222222223
201512,16.204301075268816,13.35483870967742,10.505376344086022,5.10752688172043,6.344086021505377,9.473118279569892,6.21505376344086,4.021505376344086,8.741935483870968,5.172043010752688,2.10752688172043,2.064516129032258,3.075268817204301,4.67741935483871,0.935483870967742,0.8172043010752689,0.6021505376344086,0.5268817204301075,0.010752688172043012,0.043010752688172046
201601,15.903225806451612,12.96774193548387,9.053763440860214,8.376344086021506,6.827956989247312,10.881720430107526,5.225806451612904,4.139784946236559,5.731182795698925,5.881720430107527,2.7741935483870965,2.5806451612903225,2.7741935483870965,3.376344086021505,1.5698924731182795,0.6881720430107527,0.46236559139784944,0.6989247311827957,0.043010752688172046,0.043010752688172046
201602,15.126436781609195,12.551724137931034,9.597701149425287,11.068965517241379,5.827586206896552,10.310344827586206,4.793103448275862,4.379310344827586,4.436781609195402,4.988505747126436,2.7701149425287355,2.4022988505747125,3.8850574712643677,4.35632183908046,1.252873563218391,0.8275862068965517,0.7586206896551724,0.5632183908045977,0.05747126436781609,0.04597701149425287
201603,18.817204301075268,12.70967741935484,8.881720430107528,5.279569892473118,6.344086021505377,8.24731182795699,5.139784946236559,5.344086021505377,6.838709677419355,5.56989247311828,3.021505376344086,2.741935483870968,3.21505376344086,4.096774193548387,1.2150537634408602,1.3440860215053763,0.6774193548387096,0.4731182795698925,0.03225806451612903,0.010752688172043012
201604,17.022222222222222,12.733333333333333,8.5,8.38888888888889,7.277777777777778,8.655555555555555,6.644444444444445,4.9222222222222225,5.166666666666667,5.5888888888888895,2.5444444444444443,2.577777777777778,3.1222222222222222,3.3666666666666663,1.4666666666666666,1.0555555555555556,0.4888888888888889,0.42222222222222217,0.05555555555555555,0.0
201605,16.473118279569892,13.903225806451614,9.408602150537634,8.118279569892472,7.688172043010753,7.634408602150537,6.537634408602151,4.333333333333334,4.989247311827957,5.53763440860215,2.7204301075268815,2.806451612903226,2.935483870967742,3.3118279569892475,1.3010752688172043,1.2473118279569892,0.6881720430107527,0.3225806451612903,0.010752688172043012,0.03225806451612903
201606,17.177777777777777,11.566666666666666,8.588888888888889,4.433333333333334,7.777777777777778,10.38888888888889,6.855555555555555,4.888888888888889,6.322222222222222,5.522222222222222,3.155555555555556,3.144444444444444,2.944444444444444,3.8666666666666667,0.9333333333333335,1.3222222222222222,0.6444444444444445,0.3111111111111111,0.044444444444444446,0.1111111111111111
201607,15.935483870967742,13.096774193548388,9.161290322580646,8.688172043010752,7.505376344086022,8.10752688172043,7.43010752688172,4.698924731182796,4.56989247311828,4.89247311827957,2.6021505376344085,3.634408602150538,3.021505376344086,3.7096774193548385,1.0752688172043012,0.935483870967742,0.5483870967741935,0.27956989247311825,0.021505376344086023,0.08602150537634409
201608,14.49462365591398,14.06451612903226,9.182795698924732,8.67741935483871,7.225806451612904,7.978494623655914,5.548387096774193,4.774193548387097,6.462365591397849,5.881720430107527,3.3978494623655915,2.795698924731183,2.903225806451613,3.4193548387096775,1.2150537634408602,0.946236559139785,0.34408602150537637,0.5268817204301075,0.043010752688172046,0.11827956989247312
201609,15.122222222222224,13.100000000000001,9.822222222222223,5.144444444444445,10.122222222222224,7.9111111111111105,6.333333333333334,4.144444444444444,5.4,6.544444444444444,3.155555555555556,3.5777777777777775,2.7,3.7444444444444445,1.1333333333333333,1.1111111111111112,0.4444444444444444,0.4,0.07777777777777778,0.011111111111111112
201610,15.17204301075269,12.741935483870966,10.225806451612904,9.290322580645162,7.741935483870968,6.838709677419355,6.311827956989248,4.666666666666667,4.924731182795699,5.580645161290323,2.5268817204301075,3.376344086021505,3.3225806451612905,3.7096774193548385,1.4193548387096775,1.0,0.40860215053763443,0.6989247311827957,0.0,0.043010752688172046
201611,16.844444444444445,12.144444444444444,9.377777777777778,8.1,6.877777777777777,8.799999999999999,5.2444444444444445,4.3999999999999995,6.333333333333334,5.055555555555555,3.6999999999999997,3.155555555555556,2.555555555555556,4.377777777777777,1.2666666666666666,1.0999999999999999,0.28888888888888886,0.32222222222222224,0.022222222222222223,0.03333333333333333
201612,16.483870967741936,12.053763440860216,9.053763440860214,4.537634408602151,6.645161290322581,8.913978494623656,6.56989247311828,4.494623655913978,7.268817204301076,5.473118279569893,3.4516129032258065,3.387096774193549,2.5161290322580645,5.032258064516129,1.806451612903226,1.4086021505376345,0.3010752688172043,0.5161290322580645,0.053763440860215055,0.03225806451612903
201701,13.849462365591398,12.526881720430108,8.032258064516128,9.64516129032258,8.010752688172044,8.806451612903226,4.935483870967742,4.0,6.225806451612903,5.075268817204301,3.8064516129032255,3.21505376344086,3.1935483870967745,3.623655913978495,1.6344086021505377,2.064516129032258,0.5698924731182796,0.6881720430107527,0.043010752688172046,0.053763440860215055
201702,14.523809523809526,10.726190476190476,8.357142857142858,13.011904761904761,6.654761904761905,7.571428571428572,4.607142857142857,3.75,6.869047619047619,5.035714285714286,3.6666666666666665,2.9404761904761907,2.666666666666667,3.9285714285714284,2.392857142857143,2.25,0.36904761904761907,0.6071428571428571,0.03571428571428571,0.03571428571428571
201703,17.580645161290324,12.10752688172043,8.161290322580646,7.225806451612904,6.741935483870967,8.118279569892472,4.946236559139785,4.279569892473118,6.849462365591398,4.516129032258064,3.9569892473118284,4.344086021505376,2.7096774193548385,4.086021505376344,1.1935483870967742,1.989247311827957,0.5913978494623656,0.4731182795698925,0.10752688172043011,0.021505376344086023
201704,16.77777777777778,13.544444444444444,8.266666666666666,10.777777777777779,6.588888888888889,7.066666666666667,4.722222222222222,3.988888888888889,5.21111111111111,5.3,3.2222222222222223,3.5222222222222226,3.3222222222222224,2.944444444444444,1.2555555555555555,2.1999999999999997,0.6777777777777777,0.4555555555555556,0.12222222222222222,0.03333333333333333
201705,16.946236559139784,13.64516129032258,9.032258064516128,8.774193548387096,6.516129032258064,6.78494623655914,7.290322580645162,4.46236559139785,6.193548387096774,4.053763440860215,3.8064516129032255,2.5806451612903225,2.795698924731183,2.5591397849462365,1.7956989247311828,1.9139784946236558,0.43010752688172044,0.34408602150537637,0.053763440860215055,0.021505376344086023
201706,17.96666666666667,13.255555555555556,9.866666666666667,5.766666666666667,7.122222222222223,6.433333333333334,6.888888888888889,4.766666666666667,5.644444444444444,4.155555555555555,3.7888888888888888,2.577777777777778,2.9555555555555557,3.144444444444444,2.3333333333333335,2.1888888888888887,0.4444444444444444,0.5777777777777777,0.12222222222222222,0.0
201707,16.989247311827956,13.13978494623656,8.720430107526882,10.688172043010754,6.688172043010752,5.376344086021505,8.139784946236558,4.172043010752688,4.193548387096775,4.161290322580645,3.1935483870967745,3.655913978494624,3.5698924731182795,2.4838709677419355,1.3333333333333335,2.5161290322580645,0.46236559139784944,0.4193548387096774,0.043010752688172046,0.053763440860215055
201708,14.64516129032258,12.72043010752688,9.086021505376344,10.634408602150538,6.462365591397849,5.580645161290323,7.376344086021505,3.8172043010752685,5.365591397849463,4.602150537634408,3.8172043010752685,3.1720430107526885,2.5806451612903225,3.053763440860215,3.5591397849462365,2.1505376344086025,0.5161290322580645,0.7526881720430108,0.06451612903225806,0.043010752688172046
201709,19.555555555555557,14.444444444444443,8.777777777777777,5.644444444444444,6.9111111111111105,5.433333333333333,7.044444444444445,4.122222222222223,4.866666666666666,4.211111111111111,3.3777777777777773,3.911111111111111,3.077777777777778,2.8444444444444446,1.4666666666666666,2.9000000000000004,0.5777777777777777,0.7333333333333333,0.06666666666666667,0.03333333333333333
201710,16.623655913978492,12.96774193548387,8.634408602150538,8.860215053763442,7.451612903225806,6.494623655913978,7.688172043010753,4.161290322580645,5.10752688172043,5.688172043010753,3.010752688172043,3.989247311827957,2.903225806451613,2.0,1.4516129032258065,1.9677419354838708,0.3548387096774194,0.4516129032258065,0.0967741935483871,0.0967741935483871
201711,18.255555555555556,12.4,7.5888888888888895,10.633333333333333,6.188888888888889,4.955555555555556,5.477777777777778,4.5,6.822222222222223,4.233333333333333,4.222222222222222,4.288888888888889,2.4,2.911111111111111,1.577777777777778,2.5,0.4,0.4333333333333333,0.1,0.1111111111111111
201712,17.161290322580644,12.67741935483871,8.870967741935484,4.935483870967742,6.709677419354838,5.451612903225807,7.311827956989248,6.376344086021506,7.43010752688172,3.924731182795699,4.268817204301075,3.8172043010752685,2.3225806451612905,3.7096774193548385,1.4623655913978495,2.4731182795698925,0.44086021505376344,0.5268817204301075,0.03225806451612903,0.0967741935483871
201801,16.86021505376344,11.236559139784946,7.483870967741936,8.43010752688172,6.451612903225806,4.817204301075269,5.688172043010753,7.741935483870968,4.774193548387097,4.408602150537634,7.731182795698925,3.7204301075268815,2.4193548387096775,3.21505376344086,1.2903225806451613,2.4086021505376345,0.4516129032258065,0.7526881720430108,0.043010752688172046,0.07526881720430108
201802,14.36904761904762,12.154761904761905,7.678571428571429,11.083333333333334,6.4523809523809526,5.535714285714286,5.25,7.940476190476191,5.940476190476191,3.916666666666667,6.345238095238096,3.2857142857142856,2.75,3.119047619047619,1.3928571428571428,1.607142857142857,0.3928571428571429,0.5,0.047619047619047616,0.2380952380952381
201803,17.172043010752688,12.591397849462366,8.032258064516128,6.376344086021506,7.419354838709677,4.67741935483871,6.924731182795699,6.225806451612903,6.333333333333334,4.075268817204301,6.096774193548387,3.9569892473118284,2.6989247311827955,2.8924731182795695,1.5161290322580645,2.0967741935483875,0.3655913978494624,0.44086021505376344,0.021505376344086023,0.08602150537634409
201804,16.41111111111111,11.955555555555556,8.4,8.666666666666668,5.222222222222222,5.133333333333334,6.644444444444445,6.955555555555555,5.488888888888889,3.6333333333333337,6.877777777777777,4.855555555555555,2.588888888888889,2.555555555555556,1.1222222222222222,2.466666666666667,0.37777777777777777,0.5777777777777777,0.044444444444444446,0.022222222222222223
201805,16.903225806451612,11.827956989247312,7.301075268817205,8.806451612903226,5.817204301075269,5.35483870967742,4.731182795698925,7.096774193548387,6.311827956989248,3.7204301075268815,8.817204301075268,4.698924731182796,2.236559139784946,2.204301075268817,0.913978494623656,2.4408602150537635,0.4838709677419355,0.25806451612903225,0.06451612903225806,0.010752688172043012
201806,19.03333333333333,12.255555555555556,7.322222222222222,5.388888888888889,7.222222222222221,6.2555555555555555,5.888888888888888,7.166666666666667,4.9222222222222225,4.122222222222223,7.666666666666666,3.077777777777778,3.0555555555555554,2.4,0.9333333333333335,2.166666666666667,0.5222222222222221,0.47777777777777775,0.08888888888888889,0.03333333333333333
201807,16.752688172043012,11.301075268817204,6.806451612903226,8.580645161290322,7.666666666666666,5.32258064516129,8.473118279569892,6.505376344086021,3.9354838709677415,4.56989247311828,6.96774193548387,3.6021505376344085,2.752688172043011,2.311827956989247,1.4301075268817205,2.0967741935483875,0.4193548387096774,0.43010752688172044,0.053763440860215055,0.021505376344086023
201808,15.580645161290322,13.172043010752688,8.0,9.473118279569892,7.311827956989248,5.752688172043011,7.419354838709677,5.505376344086022,3.763440860215054,4.89247311827957,6.161290322580645,2.924731182795699,3.118279569892473,2.2795698924731185,1.4193548387096775,1.9784946236559142,0.5806451612903226,0.5806451612903226,0.03225806451612903,0.053763440860215055
201809,17.955555555555556,13.977777777777778,11.477777777777778,5.444444444444444,6.51111111111111,6.4222222222222225,5.888888888888888,5.911111111111111,3.966666666666667,4.711111111111111,5.144444444444445,2.7,2.9555555555555557,2.0888888888888886,1.577777777777778,1.866666666666667,0.6666666666666667,0.7000000000000001,0.03333333333333333,0.0
201810,17.35483870967742,11.81720430107527,7.774193548387097,7.763440860215054,6.698924731182795,6.860215053763441,6.204301075268817,7.150537634408602,4.096774193548387,5.279569892473118,7.451612903225806,3.086021505376344,2.3440860215053765,1.935483870967742,1.2473118279569892,2.010752688172043,0.3870967741935484,0.5053763440860215,0.021505376344086023,0.010752688172043012
201811,19.12222222222222,11.11111111111111,7.277777777777778,9.733333333333333,6.466666666666667,6.477777777777778,5.633333333333333,5.944444444444445,5.122222222222223,3.144444444444444,6.777777777777779,3.6333333333333337,2.5444444444444443,2.411111111111111,1.0333333333333332,2.3777777777777778,0.5666666666666667,0.5666666666666667,0.044444444444444446,0.011111111111111112
